firm_crd,firm_name,entity_id,schedule,name,jurisdiction,title_or_status,date,ownership_code,control_person,is_entity,relationship_type
106050,SHARKEY HOWES & JAVER INC,8505,A,"CHILDRESS, KARLTON, DEAN",I,PRESIDENT AND MANAGING DIRECTOR,11/2023,C,Y,False,parent_brand
106050,SHARKEY HOWES & JAVER INC,8505,A,"MCGOWAN, MELISSA, JEAN",I,SHAREHOLDER,05/2019,NA,N,False,
106050,SHARKEY HOWES & JAVER INC,8505,A,"POORMAN, KERRY, MARIE",I,CHIEF COMPLIANCE OFFICER,01/2025,NA,N,False,
106050,SHARKEY HOWES & JAVER INC,8505,A,"CONOVER, BRADLEY, ROBERT",I,SHAREHOLDER,06/2025,NA,N,False,
106075,FIRST FOUNDATION ADVISORS,6199,A,"HAKOPIAN, JOHN, AVAK",I,PRESIDENT/CHIEF INVESTMENT OFFICER,06/2009,NA,Y,False,
106075,FIRST FOUNDATION ADVISORS,6199,A,FIRST FOUNDATION INC.,DE,100% STOCK OWNERSHIP,06/2007,E,Y,True,wholly_owned
106075,FIRST FOUNDATION ADVISORS,6199,A,"BRITTON, JAMES, MICHAEL",I,CHIEF FINANCIAL OFFICER,08/2023,NA,Y,False,
106075,FIRST FOUNDATION ADVISORS,6199,A,"Roche, Robert, James",I,CHIEF COMPLIANCE OFFICER,10/2025,NA,Y,False,
106108,BNY ADVISORS,2393,A,"RICE, CRISTINA, MARIE",I,SECRETARY,,,NA,False,
106108,BNY ADVISORS,2393,A,"Simmonds, Ainslie",I,DIRECTOR,,,NA,False,
106108,BNY ADVISORS,2393,A,"PIERCE, STEPHANIE, MILLER",I,DIRECTOR,,,NA,False,
106108,BNY ADVISORS,2393,A,"DIPETRILLO, DAVID, JOHN",I,DIRECTOR,,,NA,False,
106108,BNY ADVISORS,2393,A,"NUZZO, MICHAEL",I,DIRECTOR,,,NA,False,
106108,BNY ADVISORS,2393,A,MBC INVESTMENTS CORPORATION,DE,OWNER,,,E,True,
106108,BNY ADVISORS,2393,A,"MACKENZIE-PERMAN, KIMBERLY",I,CHIEF FINANCIAL OFFICER,,,NA,False,
106108,BNY ADVISORS,2393,A,"UTANO, JAIME, RENE",I,CHIEF COMPLIANCE OFFICER,,,NA,False,
106108,BNY ADVISORS,2393,A,"GERMANO, MICHAEL, ANTHONY",I,CHIEF OPERATING OFFICER,,,NA,False,
106108,BNY ADVISORS,2393,A,THE BANK OF NEW YORK MELLON CORPORATION,DE,"BNY MELLON IHC, LLC",OWNER,,12/2016,True,
106146,SYSTEMATIC FINANCIAL MANAGEMENT LP,9245,A,"KOHLER, KAREN, ELIZABETH",I,CHIEF OPERATING OFFICER/CHIEF COMPLIANCE OFFICER & MANAGEMENT COMMITTEE MEMBER,03/2006,NA,Y,False,
106146,SYSTEMATIC FINANCIAL MANAGEMENT LP,9245,A,"BURGESS, KENNETH",I,CHIEF INVESTMENT OFFICER/PORTFOLIO MANAGER & MANAGEMENT COMMITTEE MEMBER,03/1997,NA,Y,False,
106146,SYSTEMATIC FINANCIAL MANAGEMENT LP,9245,A,TITAN NJ LP HOLDINGS LLC,DE,GENERAL PARTNER,12/2010,E,N,True,wholly_owned
106146,SYSTEMATIC FINANCIAL MANAGEMENT LP,9245,A,"AFFILIATED MANAGERS GROUP, INC.",DE,TITAN NJ LP HOLDINGS LLC,SERIES A MEMBER,E,Y,True,wholly_owned
106201,SECURITY CAPITAL RESEARCH & MANAGEMENT INCORPORATED,9114,A,"MANNO, ANTHONY, RUSSO",I,"CEO, PRESIDENT, DIRECTOR & MANAGING DIRECTOR",,,NA,False,
106201,SECURITY CAPITAL RESEARCH & MANAGEMENT INCORPORATED,9114,A,"GREENSPAN, STEVEN, MARK",I,DIRECTOR,,,NA,False,
106201,SECURITY CAPITAL RESEARCH & MANAGEMENT INCORPORATED,9114,A,JPMORGAN ASSET MANAGEMENT HOLDINGS INC.,DE,SHAREHOLDER,,,E,True,
106201,SECURITY CAPITAL RESEARCH & MANAGEMENT INCORPORATED,9114,A,"HELLER, MICHAEL, JOSEPH",I,"DIRECTOR, MANAGING DIRECTOR & CHIEF FINANCIAL OFFICER",,,NA,False,
106201,SECURITY CAPITAL RESEARCH & MANAGEMENT INCORPORATED,9114,A,"O'COMHRAI, RONAN, PADRAIG",I,CHIEF LEGAL OFFICER,,,NA,False,
106201,SECURITY CAPITAL RESEARCH & MANAGEMENT INCORPORATED,9114,A,"LIVINGSTON, CRAIG, PATRICK",I,CHIEF COMPLIANCE OFFICER / VICE PRESIDENT,,,NA,False,
106201,SECURITY CAPITAL RESEARCH & MANAGEMENT INCORPORATED,9114,A,"SANJOSE, DANILO, ANONUEVO",I,"DIRECTOR, MANAGING DIRECTOR",,,NA,False,
106201,SECURITY CAPITAL RESEARCH & MANAGEMENT INCORPORATED,9114,A,JPMORGAN CHASE & CO.,DE,JPMORGAN CHASE HOLDINGS LLC,100% SHAREHOLDER,,04/2017,True,
106201,SECURITY CAPITAL RESEARCH & MANAGEMENT INCORPORATED,9114,A,JPMORGAN CHASE HOLDINGS LLC,DE,JPMORGAN ASSET MANAGEMENT HOLDINGS INC.,100% SHAREHOLDER,,04/2017,True,
106233,"ALASKA PERMANENT CAPITAL MANAGEMENT, LLC",2387,A,"BU APCM SPE, LLC",DE,,APCM HOLDCO LLC,,,True,
106237,"AVANTAX PLANNING PARTNERS, INC.",1012,A,"AVANTAX, INC.",DE,,"AVANTAX WM HOLDINGS, INC.",,SHAREHOLDER,True,
106237,"AVANTAX PLANNING PARTNERS, INC.",1012,A,"ARETEC GROUP, INC.",DE,,"AVANTAX, INC.",,SOLE SHAREHOLDER,True,
106237,"AVANTAX PLANNING PARTNERS, INC.",1012,A,"GC TWO INTERMEDIATE HOLDINGS, INC.",DE,,"ARETEC GROUP, INC.",,SOLE SHAREHOLDER,True,
106237,"AVANTAX PLANNING PARTNERS, INC.",1012,A,"GC THREE HOLDINGS, INC.",DE,,"GC TWO HOLDINGS, INC.",,SOLE SHAREHOLDER,True,
106237,"AVANTAX PLANNING PARTNERS, INC.",1012,A,"GC TWO HOLDINGS, INC.",FE,,"GC TWO INTERMEDIATE HOLDINGS, INC.",,SOLE SHAREHOLDER,True,
106261,"SMITHBRIDGE ASSET MANAGEMENT, INC.",10637,A,"KOLLE, JONATHAN, FREDERIC",I,PRESIDENT-MANAGING DIRECTOR AND CHIEF COMPLIANCE OFFICER,01/2014,D,Y,False,wholly_owned
106261,"SMITHBRIDGE ASSET MANAGEMENT, INC.",10637,A,"KEANE, SHAWN, RICHARD",I,VICE PRESIDENT,03/2018,C,Y,False,parent_brand
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"HORN, BERNARD, ROBERT",I,"PRESIDENT/TREASURER, BOARD OF MANAGERS",04/1995,NA,Y,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"HORN, LORRAINE, B",I,BOARD OF MANAGERS,06/2004,NA,N,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"MCLEOD, CHRISTOPHER, K.",I,BOARD OF MANAGERS,06/2004,NA,N,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"BISWAS, SUMANTA",I,"VICE PRESIDENT, PORTFOLIO MANAGER",09/2005,NA,N,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"FITZSIMMONS, KELLY, MARIE",I,OUTSIDE PR,12/2009,NA,N,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"SUTANTO, ANDRY, A",I,"VICE PRESIDENT, CHIEF TECHNOLOGY OFFICER",12/2010,NA,N,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"XIAO, BIN",I,"VICE PRESIDENT, PORTFOLIO MANAGER",12/2012,NA,N,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"POLARIS CAPITAL MANAGEMENT HOLDINGS, LLP",DE,LIMITED LIABILITY PARTNERSHIP,12/2007,E,Y,True,wholly_owned
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"CRAWSHAW, JASON, M",I,"EXECUTIVE VICE PRESIDENT, PORTFOLIO MANAGER",01/2016,NA,Y,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"MAITAI, BERNARD, K",I,"VICE PRESIDENT, BUSINESS DEVELOPMENT AND RELATIONSHIP MANAGER",01/2013,NA,N,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"HORN, SAMUEL, J.",I,"VICE PRESIDENT, ASSISTANT PORTFOLIO MANAGER",01/2022,NA,N,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"HORN-SNYDER, ALEXIS",I,MEMBER,01/2022,NA,N,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"KIM, KENNETH, D.",I,ASSISTANT PORTFOLIO MANAGER,01/2022,NA,N,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"MYER, JOHN, A.",I,BOARD OF MANAGERS,10/2021,NA,N,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"GIBSON, ERIN, MICHAELA",I,"VICE PRESIDENT, CHIEF COMPLIANCE OFFICER, CLIENT RELATIONSHIP MANAGER",01/2024,NA,N,False,
106278,"POLARIS CAPITAL MANAGEMENT, LLC",9141,A,"HORN, BERNARD, ROBERT",I,"POLARIS CAPITAL MANAGEMENT HOLDINGS, LLP",MEMBER,E,Y,False,wholly_owned
106295,PARSONS CAPITAL MANAGEMENT INC,5158,A,"STERNBERG, STACEY, LEA",I,CHIEF COMPLIANCE OFFICER,01/2018,NA,Y,False,
106295,PARSONS CAPITAL MANAGEMENT INC,5158,A,"MULLEN, JOHN, HENRY",I,PRESIDENT,07/2021,NA,Y,False,
106295,PARSONS CAPITAL MANAGEMENT INC,5158,A,"TREVOR, JOHN, BOND",I,SECRETARY,07/2021,NA,Y,False,
106295,PARSONS CAPITAL MANAGEMENT INC,5158,A,"PARSONS, CHARLES, BATEMAN",I,TREASURER,07/2021,NA,Y,False,
106295,PARSONS CAPITAL MANAGEMENT INC,5158,A,PCM HOLDINGS INC,DE,SOLE SHAREHOLDER,07/2021,E,Y,True,wholly_owned
106321,AMI INVESTMENT MANAGEMENT INC,3588,A,"AXEL, MICHAEL, DUANE",I,PRESIDENT,05/1995,E,Y,False,wholly_owned
106321,AMI INVESTMENT MANAGEMENT INC,3588,A,"GULICK, ERICA, ANN",I,CHIEF COMPLIANCE OFFICER,05/2011,NA,N,False,
106321,AMI INVESTMENT MANAGEMENT INC,3588,A,"SHIVELY, BENJAMIN, DAVID",I,PARTNER,01/2024,B,N,False,
106321,AMI INVESTMENT MANAGEMENT INC,3588,A,"Fiedler, Jared, Thomas",I,PARTNER,03/2025,B,N,False,
106355,SPRUCEGROVE INVESTMENT MANAGEMENT LTD,4944,A,"WOO, SHIRLEY, NMN",I,"DIRECTOR, MANAGING DIRECTOR & PORTFOLIO MANAGER",01/2013,B,Y,False,
106355,SPRUCEGROVE INVESTMENT MANAGEMENT LTD,4944,A,"MEHTA, SUBHASH, NMN",I,SENIOR INVESTMENT ANALYST,01/2006,A,Y,False,
106355,SPRUCEGROVE INVESTMENT MANAGEMENT LTD,4944,A,"KUMAR, ARJUN, NMN",I,"CHIEF EXECUTIVE OFFICER, DIRECTOR, MANAGING DIRECTOR & PORTFOLIO MANAGER",01/2022,B,Y,False,
106355,SPRUCEGROVE INVESTMENT MANAGEMENT LTD,4944,A,"CHOI, KI-SE, NMN",I,CHIEF FINANCIAL OFFICER,12/2016,NA,Y,False,
106355,SPRUCEGROVE INVESTMENT MANAGEMENT LTD,4944,A,"JAMAL, TASLEEM, NMN",I,"EXECUTIVE VICE PRESIDENT, HEAD OF MARKETING & CLIENT SERVICES",08/2010,B,N,False,
106355,SPRUCEGROVE INVESTMENT MANAGEMENT LTD,4944,A,"DASILVA, JOSEPH, PAULO",I,CHIEF COMPLIANCE OFFICER,11/2019,NA,Y,False,
106355,SPRUCEGROVE INVESTMENT MANAGEMENT LTD,4944,A,"GAULD, JEREMY, EDWARD",I,CHIEF LEGAL OFFICER,10/2020,NA,Y,False,
106355,SPRUCEGROVE INVESTMENT MANAGEMENT LTD,4944,A,"SINGER, JONATHAN, JOSEPH",I,ASSISTANT PORTFOLIO MANAGER & RESEARCH DIRECTOR,04/2020,A,N,False,
106355,SPRUCEGROVE INVESTMENT MANAGEMENT LTD,4944,A,"Botting, Harvey, Thomas",I,INDEPENDENT DIRECTOR,05/2024,NA,N,False,
106355,SPRUCEGROVE INVESTMENT MANAGEMENT LTD,4944,A,"Buckley, George, William",I,INDEPENDENT DIRECTOR,05/2024,NA,N,False,
106398,FCI ADVISORS,9129,A,"BERGMAN, BRADLEY, ANTHONY",I,"DIRECTOR, CHAIRMAN OF THE BOARD",08/2011,NA,Y,False,
106398,FCI ADVISORS,9129,A,FCI HOLDING CORPORATION,DE,"PARENT COMPANY OF FINANCIAL COUNSELORS, INC.",07/1999,E,Y,True,wholly_owned
106398,FCI ADVISORS,9129,A,"HAGEMANN, ALFRED, CARL",I,DIRECTOR,10/2003,NA,N,False,
106398,FCI ADVISORS,9129,A,"SCHAFF, AMY, LYN",I,"SENIOR VICE PRESIDENT & CHIEF COMPLIANCE OFFICER, SECRETARY, ASST. TREASURER",07/2010,NA,N,False,
106398,FCI ADVISORS,9129,A,"KOEHLER, WILLIAM, EDWARD",I,"DIRECTOR, PRESIDENT AND CHIEF EXECUTIVE OFFICER",08/2014,NA,Y,False,
106398,FCI ADVISORS,9129,A,"PERRY, STACEY, DEAN",I,DIRECTOR,07/2015,NA,N,False,
106398,FCI ADVISORS,9129,A,"JOHNSON, TIMOTHY, ANDREW",I,CFO,01/2018,NA,N,False,
106398,FCI ADVISORS,9129,A,"YOST, DAVID, BRENT",I,DIRECTOR,10/2020,NA,N,False,
106398,FCI ADVISORS,9129,A,"BUTCH, THOMAS, W",I,DIRECTOR,07/2025,NA,N,False,
106398,FCI ADVISORS,9129,A,"SPRONG, BRADLEY, NIXON",I,DIRECTOR,07/2025,NA,N,False,
106398,FCI ADVISORS,9129,A,"BERGMAN, BRADLEY, ANTHONY",I,MTC HOLDING CORPORATION,"PRESIDENT, DIRECTOR, CHAIRMAN OF THE BOARD",D,Y,False,wholly_owned
106398,FCI ADVISORS,9129,A,MTC HOLDING CORPORATION,DE,FCI HOLDING CORPORATION,SHAREHOLDER,E,Y,True,wholly_owned
106422,EAGLE CAPITAL MANAGEMENT LLC,7002,A,"CURRY III, RAVENEL, BOYKIN",I,"CHAIRMAN, CO-CHIEF INVESTMENT OFFICER, AND FOUNDER",03/1995,C,Y,False,parent_brand
106422,EAGLE CAPITAL MANAGEMENT LLC,7002,A,"MELI, ADRIAN, VINCENT",I,CO-CHIEF INVESTMENT OFFICER,10/2008,B,Y,False,
106422,EAGLE CAPITAL MANAGEMENT LLC,7002,A,"HENRY, ALEC, JOHN",I,MANAGING CHIEF INVESTMENT OFFICER,08/2010,B,Y,False,
106422,EAGLE CAPITAL MANAGEMENT LLC,7002,A,"ROBERTSON, MARK, TERENCE",I,GENERAL COUNSEL AND CHIEF COMPLIANCE OFFICER,05/2016,NA,Y,False,
106422,EAGLE CAPITAL MANAGEMENT LLC,7002,A,"ROBIE III, RICHARD, SENTER",I,CHIEF OPERATING OFFICER,08/2017,NA,Y,False,
106422,EAGLE CAPITAL MANAGEMENT LLC,7002,A,"BOON, DAVID, BURRISS",I,CHIEF FINANCIAL OFFICER,04/2018,NA,Y,False,
106422,EAGLE CAPITAL MANAGEMENT LLC,7002,A,"FALCON, MICHAEL, I",I,CHIEF EXECUTIVE OFFICER,04/2023,A,Y,False,
106450,"INTRACK INVESTMENT MANAGEMENT, INC.",9819,A,"SOPHER, LENORE, SALEMME",I,TREASURER/SECRETARY,12/2003,NA,N,False,
106450,"INTRACK INVESTMENT MANAGEMENT, INC.",9819,A,"JOHNSON, MATTHEW, D.",I,PARTNER AND PORTFOLIO MANAGER,03/2015,B,Y,False,
106450,"INTRACK INVESTMENT MANAGEMENT, INC.",9819,A,"PELTZER, BRETT, CARTER",I,PARTNER AND PORTFOLIO MANAGER,12/2015,NA,Y,False,
106450,"INTRACK INVESTMENT MANAGEMENT, INC.",9819,A,"SOPHER, MATTHEW, S",I,SENIOR PARTNER,01/2026,C,Y,False,parent_brand
106505,SEGALL BRYANT & HAMILL,254,A,CORIENT HOLDINGS INC,DE,,CORIENT MANAGEMENT LLC,,,True,
106505,SEGALL BRYANT & HAMILL,254,A,MC CIF WEALTH MANAGEMENT (UK) LTD,FE,,CI FINANCIAL HOLDINGS LTD,,,True,
106505,SEGALL BRYANT & HAMILL,254,A,MC ACCELERATE HOLDINGS (UK) LP,FE,,MC CIF WEALTH MANAGEMENT (UK) LTD,,,True,
106505,SEGALL BRYANT & HAMILL,254,A,MC ACCELERATE CO-INVEST (UK) LP,FE,,MC ACCELERATE HOLDINGS (UK) LP,,,True,
106505,SEGALL BRYANT & HAMILL,254,A,MC MANAGER HOLDCO CIF (UK) LTD,FE,MC CIF WEALTH MANAGEMENT HOLDINGS (UK) LTD,OWNER,D,Y,True,wholly_owned
106505,SEGALL BRYANT & HAMILL,254,A,MUBADALA CAPITAL LP (UK),FE,MC MANAGER HOLDCO CIF (UK) LTD,OWNER,E,Y,True,wholly_owned
106505,SEGALL BRYANT & HAMILL,254,A,MDC CAPITAL MANAGEMENT LLC (UAE),FE,MUBADALA CAPITAL LP (UK),OWNER,E,Y,True,wholly_owned
106505,SEGALL BRYANT & HAMILL,254,A,MUBADALA CAPITAL LLC (UAE),FE,MDC CAPITAL MANAGEMENT LLC (UAE),OWNER,E,Y,True,wholly_owned
106505,SEGALL BRYANT & HAMILL,254,A,MAMOURA DIVERSIFIED GLOBAL HOLDING PJSC (UAE),FE,MUBADALA CAPITAL LLC (UAE),OWNER,E,Y,True,wholly_owned
106505,SEGALL BRYANT & HAMILL,254,A,MUBADALA INVESTMENT COMPANY PJSC (UAE),FE,MAMOURA DIVERSIFIED GLOBAL HOLDING PJSC (UAE),OWNER,E,Y,True,wholly_owned
106505,SEGALL BRYANT & HAMILL,254,A,GOVERNMENT OF ABU DHABI,FE,MUBADALA INVESTMENT COMPANY PJSC (UAE),OWNER,E,Y,True,wholly_owned
106505,SEGALL BRYANT & HAMILL,254,A,"MC ACCELERATE AGGREGATOR 1, LLC",DE,"CORIENT HOLDING, L.P.",OWNER,E,Y,True,wholly_owned
106505,SEGALL BRYANT & HAMILL,254,A,CI FINANCIAL HOLDINGS LTD,FE,"MC ACCELERATE AGGREGATOR 1, LLC",OWNER,E,Y,True,wholly_owned
106505,SEGALL BRYANT & HAMILL,254,A,CORIENT TOPCO LLC,DE,CORIENT HOLDINGS INC,OWNER,E,Y,True,wholly_owned
106505,SEGALL BRYANT & HAMILL,254,A,"CORIENT HOLDING, L.P.",FE,CORIENT TOPCO LLC,OWNER,E,Y,True,wholly_owned
106548,BAXTER INVESTMENT MANAGEMENT,9978,A,"BAXTER, WILLIAM, JOSEPH",I,"PRESIDENT, SECTY, TREAS",01/1989,D,Y,False,wholly_owned
106548,BAXTER INVESTMENT MANAGEMENT,9978,A,"BAXTER, JOHN, C",I,"PRINCIPAL, PORTFOLIO MANAGER",03/2009,C,N,False,parent_brand
106548,BAXTER INVESTMENT MANAGEMENT,9978,A,"BAXTER, CLAIRE",I,CHIEF COMPLIANCE OFFICER,03/2026,NA,Y,False,
106590,SAROFIM TRUST CO,858,A,"WHITE, RAYE, GILLIS",I,"DIRECTOR, EXECUTIVE VICE PRESIDENT AND TREASURER",12/1977,NA,Y,False,
106590,SAROFIM TRUST CO,858,A,FAYEZ SAROFIM & CO.,DE,SHAREHOLDER,12/1977,E,Y,True,wholly_owned
106590,SAROFIM TRUST CO,858,A,"LEE, JR., WILLIAM, GENTRY",I,CHIEF INVESTMENT OFFICER,09/2010,NA,N,False,
106590,SAROFIM TRUST CO,858,A,"CHRISTENSEN, ALAN, ROBERT",I,DIRECTOR,03/2022,NA,N,False,
106590,SAROFIM TRUST CO,858,A,"SAROFIM, CHRISTOPHER, BINYON",I,CHAIRMAN,05/2022,NA,N,False,
106590,SAROFIM TRUST CO,858,A,"HANNA, WILLIAM, DAVID",I,"DIRECTOR, VICE PRESIDENT, SECRETARY AND CHIEF COMPLIANCE OFFICER",02/2013,NA,N,False,
106590,SAROFIM TRUST CO,858,A,"GIBBONS, MICHELE, LEW",I,GENERAL COUNSEL,09/2021,NA,N,False,
106590,SAROFIM TRUST CO,858,A,"COLUCCI, JOHN, (NMN)",I,CHIEF OPERATING OFFICER,09/2022,NA,N,False,
106590,SAROFIM TRUST CO,858,A,"ROBISON, ALEXANDER, CHASE",I,CHIEF FINANCIAL OFFICER,03/2024,NA,N,False,
106590,SAROFIM TRUST CO,858,A,"SEARLS, DAVID, T",I,"DIRECTOR, PRESIDENT",10/2023,NA,N,False,
106590,SAROFIM TRUST CO,858,A,"DICK, SAMUEL, EDWARD CODY",I,"DIRECTOR, PRINCIPAL",10/2023,NA,N,False,
106590,SAROFIM TRUST CO,858,A,"THE SAROFIM GROUP, INC.",DE,FAYEZ SAROFIM & CO.,SHAREHOLDER,E,Y,True,wholly_owned
106590,SAROFIM TRUST CO,858,A,SAROFIM SGI VOTING TRUST,DE,"THE SAROFIM GROUP, INC.",E,E,Y,True,wholly_owned
106590,SAROFIM TRUST CO,858,A,"SAROFIM, CHRISTOPHER, BINYON",I,SAROFIM SGI,TRUSTEE,E,Y,False,wholly_owned
106617,WEBB FINANCIAL GROUP,820,A,"BISCHOFF, MICHAEL, GEORGE",I,COO,01/2005,D,Y,False,wholly_owned
106617,WEBB FINANCIAL GROUP,820,A,"GREIFE, TIMOTHY, ROBERT",I,CCO,07/2016,C,Y,False,parent_brand
106617,WEBB FINANCIAL GROUP,820,A,"VERBEKE, DAVID, MICHAEL",I,PARTNER,01/2020,B,N,False,
106635,LK&A INVESTMENT COUNSEL,1555,A,"WELSH, NICHOLAS, J",I,"CHIEF EXECUTIVE OFFICER, DIRECTOR AND SHAREHOLDER",10/2004,E,Y,False,wholly_owned
106635,LK&A INVESTMENT COUNSEL,1555,A,"STEWART, MICHAEL, CLAY",I,CHIEF COMPLIANCE OFFICER,09/2013,NA,Y,False,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,"LAUFER, HENRY, BEN",I,DIRECTOR,01/1996,NA,N,False,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,"SILBER, MENDEL, MARK",I,DIRECTOR,12/1990,NA,N,False,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,"BROWN, PETER, FITZHUGH",I,"CHAIRMAN OF THE BOARD, CO-PRESIDENT, CO-CEO",01/2010,NA,Y,False,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,"SIMONS, NATHANIEL, HENRY",I,DIRECTOR,02/2006,NA,N,False,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,RENAISSANCE TECHNOLOGIES HOLDINGS CORPORATION,DE,MEMBER,06/2007,E,Y,True,wholly_owned
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,RTC II HOLDINGS LLC,DE,MEMBER,06/2007,B,N,True,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,"MICHEL, TIFFANY, TAYLOR",I,CHIEF COMPLIANCE OFFICER,01/2020,NA,N,False,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,"LIPPE, DAVID, ALLEN",I,"DIRECTOR, CO-PRESIDENT, CO-CEO",01/2020,NA,Y,False,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,"SMALL, ANNE, KIMBALL",I,"CHIEF LEGAL OFFICER, GENERAL COUNSEL, DIRECTOR",01/2020,NA,N,False,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,"HUBNER, EDWARD, JAMES",I,HEAD OF RISK CONTROL,01/2020,NA,Y,False,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,"LOURIE, ROBERT, WILLIAM",I,DIRECTOR,08/2022,NA,N,False,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,"FELCZAK, BRIAN, DOUGLAS",I,CHIEF FINANCIAL OFFICER,08/2022,NA,N,False,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,"Simons, Marilyn, Hawrys",I,DIRECTOR,08/2023,NA,N,False,
106661,RENAISSANCE TECHNOLOGIES LLC,998,A,THE ESTATE OF JAMES H. SIMONS,DE,RENAISSANCE TECHNOLOGIES HOLDINGS CORPORATION,SHAREHOLDER,C,N,True,parent_brand
106682,IRON FINANCIAL LLC,8563,A,"IZENSTARK, AARON, BRUCE",I,"PRESIDENT, CHIEF INVESTMENT OFFICER",01/1994,NA,Y,False,
106682,IRON FINANCIAL LLC,8563,A,"NIXON, HOWARD, LEE",I,"CEO, SECRETARY",01/2018,NA,Y,False,
106682,IRON FINANCIAL LLC,8563,A,"ZIEMBA, TIMOTHY, ROBERT",I,CHIEF COMPLIANCE OFFICER,08/2021,NA,Y,False,
106682,IRON FINANCIAL LLC,8563,A,IRON WEALTH HOLDINGS LLC,DE,SOLE MEMBER,02/2024,E,Y,True,wholly_owned
106682,IRON FINANCIAL LLC,8563,A,IRON FINANCIAL MANAGEMENT INC,DE,IRON HOLDINGS LLC,HOLDING COMPANY,E,Y,True,wholly_owned
106682,IRON FINANCIAL LLC,8563,A,"NIXON, HOWARD, LEE",I,IRON FINANCIAL MANAGEMENT INC,SEC,D,Y,False,wholly_owned
106682,IRON FINANCIAL LLC,8563,A,"IZENSTARK, AARON, BRUCE",I,IRON FINANCIAL MANAGEMENT INC,"CIO, PRESIDENT",D,Y,False,wholly_owned
106682,IRON FINANCIAL LLC,8563,A,IRON HOLDINGS LLC,DE,IRON WEALTH HOLDINGS LLC,MEMBER,D,Y,True,wholly_owned
106682,IRON FINANCIAL LLC,8563,A,STAIRWAY COLLABORATIVE LLC,DE,IRON WEALTH HOLDINGS LLC,MEMBER,D,Y,True,wholly_owned
106682,IRON FINANCIAL LLC,8563,A,DANIEL ASHER DESCENDANTS TRUST,DE,STAIRWAY COLLABORATIVE LLC,MEMBER,C,N,True,parent_brand
106682,IRON FINANCIAL LLC,8563,A,CALANGIA LLC,DE,STAIRWAY COLLABORATIVE LLC,MEMBER,C,N,True,parent_brand
106682,IRON FINANCIAL LLC,8563,A,STAIRWAY CAPITAL ADVISORS LLC,DE,STAIRWAY COLLABORATIVE LLC,MEMBER,C,N,True,parent_brand
106682,IRON FINANCIAL LLC,8563,A,"GOLDMAN, FRED, OWEN",I,DANIEL ASHER DESCENDANTS TRUST,TRUSTEE,,Y,False,
106682,IRON FINANCIAL LLC,8563,A,"Rijo, John, Carl",I,CALANGIA LLC,MEMBER,E,N,False,wholly_owned
106682,IRON FINANCIAL LLC,8563,A,"RUSSELL, ANDREW, JOSEPH",I,STAIRWAY CAPITAL ADVISORS LLC,MEMBER,E,N,False,wholly_owned
106682,IRON FINANCIAL LLC,8563,A,IRON HOLDINGS LLC,DE,,MEMBER,,,True,
106682,IRON FINANCIAL LLC,8563,A,"IZENSTARK, AARON, BRUCE",I,,"PRESIDENT, CHIEF INVESTMENT OFFICER",,,False,
106682,IRON FINANCIAL LLC,8563,A,"NIXON, HOWARD, LEE",I,,"CEO, SECRETARY",,,False,
106682,IRON FINANCIAL LLC,8563,A,STAIRWAY COLLABORATIVE LLC,DE,,MEMBER,,,True,
106682,IRON FINANCIAL LLC,8563,A,"ZIEMBA, TIMOTHY, ROBERT",I,,CHIEF COMPLIANCE OFFICER,,,False,
106699,HARTFORD INVESTMENT MANAGEMENT COMPANY,4884,A,"THE HARTFORD INSURANCE GROUP, INC.",DE,PARENT OF APPLICANT,12/1996,E,Y,True,wholly_owned
