name,entity,type,category
MAREX CAPITAL MARKETS INC.,institution,,active
MARIETTA INVESTMENT PARTNERS LLC,institution,,active
MARINER INVESTMENT GROUP LLC,institution,,wealth_management
"MARQUETTE ASSOCIATES, INC.",institution,,strategic
MARSHALL & SULLIVAN INC /WA/,institution,,strategic
MARSHFIELD ASSOCIATES,institution,,active
MARTIN & CO INC /TN/,institution,,strategic
MARTIN CURRIE INC,institution,,strategic
MARTIN CURRIE LTD,institution,,strategic
MARTIN WILLIAM C,institution,,uncategorized
MARVIN & PALMER ASSOCIATES INC,institution,,strategic
MASECO LLP,institution,,uncategorized
MASECO LLP,institution,,uncategorized
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,institution,,wealth_management
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,institution,,uncategorized
MASSACHUSETTS MUTUAL LIFE INSURANCE CO,institution,,pension_insurance
MASTERCARD FOUNDATION,institution,,endowment_foundation
MASTERINVEST Kapitalanlage GmbH,institution,,uncategorized
"MATAURO, LLC",institution,,uncategorized
"MATHER GROUP, LLC.",institution,,uncategorized
MATTERS CAPITAL LLC,institution,,active
MAY PETER W,institution,,uncategorized
MAY PETER W,institution,,uncategorized
"MB Generational Wealth, LLC",institution,,wealth_management
"MB, LEVIS & ASSOCIATES, LLC",institution,,active
MBB PUBLIC MARKETS I LLC,institution,,uncategorized
"MBE Wealth Management, LLC",institution,,wealth_management
"MBL Wealth, LLC",institution,,wealth_management
"MBM WEALTH CONSULTANTS, LLC",institution,,wealth_management
"MBM WEALTH CONSULTANTS, LLC",institution,,wealth_management
MCCARTER PRIVATE WEALTH SERVICES LLC,institution,,wealth_management
MCDONALD CAPITAL INVESTORS INC/CA,institution,,active
MCDONALD PARTNERS LLC,institution,,active
MCMORGAN & CO LLC,institution,,strategic
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH",institution,,uncategorized
"MEANS INVESTMENT CO., INC.",institution,,active
"MEANS INVESTMENT CO., INC.",institution,,active
MEDIATEL PARTNERS,institution,,active
MEDICI CAPITAL LLC,institution,,active
MEDICI CAPITAL LLC,institution,,active
MEITAV INVESTMENT HOUSE LTD,institution,,active
MEITAV MUTUAL FUNDS LTD,institution,,strategic
MEITAV PORTFOLIO MANAGEMENT LTD,institution,,active
MEITAV PROVIDENT FUNDS & PENSION LTD,institution,,pension_insurance
MELLON INVESTMENTS Corp,institution,,active
MENORA MIVTACHIM HOLDINGS LTD.,institution,,strategic
MERCK SHARP & DOHME LLC,institution,,uncategorized
MERIDIAN INVESTMENT COUNSEL INC.,institution,,active
MERIDIAN INVESTMENT COUNSEL INC.,institution,,active
MERIDIAN MANAGEMENT CO,institution,,active
MERIDIAN MANAGEMENT CO,institution,,active
"METEORA CAPITAL, LLC",institution,,active
"METEORA CAPITAL, LLC",institution,,active
MEYER HANDELMAN CO,institution,,uncategorized
MFA Wealth Services,institution,,wealth_management
MFF Capital Investments Ltd,institution,,active
"MFN Partners Management, LP",institution,,active
MFS International (U.K.) Ltd.,institution,,strategic
MFS International Australia Pty Ltd,institution,,strategic
MFS International Singapore Pte. Ltd.,institution,,strategic
MGO ONE SEVEN LLC,institution,,uncategorized
MH & ASSOCIATES SECURITIES MANAGEMENT CORP /ADV,institution,,active
MIDDLETON & CO INC/MA,institution,,strategic
"MIG Capital, LLC",institution,,active
MILFORD FUNDS LTD,institution,,strategic
MILLENNIUM GLOBAL ESTATE GP LLC,institution,,uncategorized
MILLENNIUM INTERNATIONAL MANAGEMENT LP,institution,,active
"MILLINGTON SECURITIES, LLC",institution,,uncategorized
MIRABELLA FINANCIAL SERVICES LLP,institution,,wealth_management
MIRAE ASSET SECURITIES (USA) INC.,institution,,strategic
MIROVA,institution,,uncategorized
MISHPACHA HOLDINGS CORP,institution,,strategic
"MITCHELL & PAHL PRIVATE WEALTH, LLC",institution,,wealth_management
MITCHELL MCLEOD PUGH & WILLIAMS INC,institution,,strategic
MITCHELL MCLEOD PUGH & WILLIAMS INC,institution,,strategic
MITCHELL SINKLER & STARR/PA,institution,,uncategorized
MITSUI SUMITOMO INSURANCE CO LTD,institution,,pension_insurance
MIZUHO MARKETS AMERICAS LLC,institution,,uncategorized
MIZUHO SECURITIES USA LLC,institution,,uncategorized
MIZUHO SECURITIES USA LLC,institution,,uncategorized
MJP ASSOCIATES INC /ADV,institution,,strategic
MKA Charitable Fund,institution,,endowment_foundation
"MKD WEALTH COACHES, LLC",institution,,wealth_management
"MLP3, LLC",institution,,uncategorized
MMCAP International Inc. SPC,institution,,strategic
"MML INVESTORS SERVICES, LLC",institution,,uncategorized
MOGY JOEL R INVESTMENT COUNSEL INC,institution,,active
MONETTA FINANCIAL SERVICES INC,institution,,wealth_management
MONEY CONCEPTS CAPITAL CORP,institution,,active
"MONEYWISE, INC.",institution,,strategic
"MONTAG & CALDWELL, LLC",institution,,uncategorized
MONTAG A & ASSOCIATES INC,institution,,strategic
MONTRUSCO BOLTON INVESTMENTS INC.,institution,,active
MORGENS WATERFALL VINTIADIS & CO INC,institution,,strategic
"MORRIS FINANCIAL CONCEPTS, INC.",institution,,strategic
"MOSAIC FAMILY WEALTH PARTNERS, LLC",institution,,family_office
MOTCO,institution,,uncategorized
MOUNT VERNON ASSOCIATES INC /MD/,institution,,strategic
MPM BIOIMPACT LLC ,institution,,uncategorized
"MPS Loria Financial Planners, LLC",institution,,uncategorized
"MPWM ADVISORY SOLUTIONS, LLC",institution,,wealth_management
MQS Management LLC,institution,,active
MRA Advisory Group,institution,,wealth_management
"MRP Capital Investments, LLC",institution,,active
MS Credit Partners Holdings Inc.,institution,,active
"MSD Partners, L.P.",institution,,active
"MSOP GP, L.L.C.",institution,,uncategorized
MTCO Ltd.,institution,,strategic
"MUFG SECURITIES (CANADA), LTD.",institution,,strategic
MUFG SECURITIES AMERICAS INC.,institution,,strategic
MUFG Securities EMEA plc,institution,,uncategorized
MUTUAL OF AMERICA LIFE INSURANCE CO,institution,,pension_insurance
"MVM Partners, LLC",institution,,active
MWG Caph Ltd,institution,,strategic
MWG GP LLC,institution,,uncategorized
MWG Management Ltd.,institution,,active
"MYCIO WEALTH PARTNERS, LLC",institution,,wealth_management
"MYECFO, LLC",institution,,uncategorized
Machina Capital S.A.S.,institution,,active
"Madden Advisory Services, Inc.",institution,,wealth_management
"Madison International Realty Holdings, LLC",institution,,uncategorized
"Madison Wealth Partners, Inc",institution,,wealth_management
"Madison Wealth Partners, Inc",institution,,wealth_management
"Madrona Financial Services, LLC",institution,,wealth_management
"Madrona Venture Group, LLC",institution,,venture_capital
Maestria Partners LLC,institution,,active
"Magellan Investment Partners North America, Inc.",institution,,active
"Magellan Investment Partners North America, Inc.",institution,,active
Magma Venture Partners General Partner Ltd.,institution,,venture_capital
"Magnitude Capital, LLC",institution,,active
"Magnolia Private Wealth, LLC",institution,,wealth_management
"Magnolia Private Wealth, LLC",institution,,wealth_management
Maia Wealth LLC,institution,,wealth_management
Main Management LLC,institution,,active
"Main Street Financial Solutions, LLC",institution,,uncategorized
"Main Street Group, LTD",institution,,strategic
"Main Street Group, LTD",institution,,strategic
Maj Invest Holding A/S,institution,,uncategorized
Makaira Partners LLC,institution,,active
Makaira Partners LLC,institution,,active
"Malaga Cove Capital, LLC",institution,,active
Malka Meyer,institution,,uncategorized
Mallini Complete Financial Planning LLC,institution,,wealth_management
Malta Opportunity Fund LP,institution,,uncategorized
Man Investments Australia Ltd,institution,,active
Mana Peak Investments Pte. Ltd.,institution,,active
"Manatuck Hill Partners, LLC",institution,,active
Manchester Global Management (UK) Ltd,institution,,active
Mandatum Life Insurance Co Ltd,institution,,pension_insurance
Maniro Ltd,institution,,strategic
Mantle Ridge LP,institution,,uncategorized
"Manuka Financial, LLC",institution,,uncategorized
Maple-Brown Abbott Ltd,institution,,strategic
"Maplelane 2 Fund, LP",institution,,uncategorized
"Marathon Partners Equity Management, LLC",institution,,active
Marathon Trading Group LLC,institution,,uncategorized
"Marble Harbor Investment Counsel, LLC",institution,,active
"Marble Wealth, LLC",institution,,wealth_management
Marcho Partners LLP,institution,,active
"Marcum Wealth, LLC",institution,,wealth_management
Maren Capital LLC,institution,,active
"Marest Capital, LLC",institution,,active
Marex Derivative Products Inc.,institution,,strategic
Marex Financial,institution,,uncategorized
Marex Group plc,institution,,uncategorized
Marex Prime Services Ltd,institution,,strategic
Marex Securities Products Inc.,institution,,strategic
"Marino Management, LLC",institution,,active
Markel Group Inc.,institution,,strategic
MarketDesk Indices LLC,institution,,uncategorized
Markin Volterra Fund LP,institution,,uncategorized
"Marks Wealth, LLC",institution,,wealth_management
Marnell Management LLC,institution,,active
Marquard & Bahls AG,institution,,uncategorized
Martin Worley Group,institution,,uncategorized
Maryland State Retirement & Pension System,institution,,pension_insurance
Mason & Associates Inc,institution,,strategic
"Mason & Associates, LLC",institution,,active
"Mason Investment Advisory Services, Inc.",institution,,wealth_management
"Mass General Brigham, Inc",institution,,strategic
"MassMutual Private Wealth & Trust, FSB",institution,,endowment_foundation
"Mathes Company, Inc.",institution,,strategic
Matisse Capital,institution,,active
Matson Money. Inc.,institution,,strategic
Matthew 25 Management Corp,institution,,active
Matthew 25 Management Corp,institution,,active
"Matthew Goff Investment Advisor, LLC",institution,,active
"Mattson Financial Services, LLC",institution,,wealth_management
"Mattson Financial Services, LLC",institution,,wealth_management
Maven Investment Partners Ltd,institution,,active
Maven Investment Partners US Ltd,institution,,active
Maven Securities LTD,institution,,strategic
Maxi Investments CY Ltd,institution,,active
May Barnhard Investments LLC,institution,,active
"May Hill Capital, LLC",institution,,active
"MayTech Global Investments, LLC",institution,,active
Mayar Capital Ltd.,institution,,active
"Mayfair Advisory Group, LLC",institution,,wealth_management
"McAlister, Sweet & Associates, Inc.",institution,,strategic
"McBroom & Associates, LLC",institution,,active
McCollum Christoferson Group LLC,institution,,uncategorized
"McGrath & Associates, Inc.",institution,,strategic
"McHugh Group, LLC",institution,,uncategorized
"McIlrath & Eck, LLC",institution,,uncategorized
"McKinley Carter Wealth Services, Inc.",institution,,wealth_management
"McMillan Office, Inc.",institution,,strategic
"Measured Risk Portfolios, Inc.",institution,,strategic
"Measured Wealth Private Client Group, LLC",institution,,wealth_management
Mechanics Financial Corp,institution,,strategic
Medical Protective Corp,institution,,strategic
"Medina Value Partners, LLC",institution,,active
Mediolanum International Funds Ltd,institution,,strategic
"Meeder Advisory Services, Inc.",institution,,wealth_management
Meiji Yasuda America Inc,institution,,strategic
Meiji Yasuda Life Insurance Co,institution,,pension_insurance
Melia Wealth LLC,institution,,wealth_management
Melia Wealth LLC,institution,,wealth_management
"Melone Private Wealth, LLC",institution,,wealth_management
Members Advisory Group LLC,institution,,wealth_management
Mendel Money Management,institution,,active
Menora Mivtachim Insurance Ltd.,institution,,pension_insurance
Menora Mivtachim Pensions & Gemel Ltd.,institution,,pension_insurance
"Meramec Financial Planners, LLC",institution,,uncategorized
Mercer Investments LLC,institution,,active
"Merck & Co., Inc.",institution,,strategic
"Mercuria Capital Strategies, LLC",institution,,active
Meredith Wealth Planning,institution,,wealth_management
Meredith Wealth Planning,institution,,wealth_management
Meridian Financial Partners LLC,institution,,active
Meritage Group LP,institution,,uncategorized
Meritech Capital Associates V L.L.C.,institution,,active
"Meriwether Wealth & Planning, LLC",institution,,wealth_management
Merk Investments LLC,institution,,active
Merrithew & Thorsten Inc,institution,,strategic
MetLife Inc,institution,,pension_insurance
Metavasi Capital LP,institution,,active
"Metis Global Partners, LLC",institution,,active
Metropolis Capital Ltd,institution,,active
Metropolitan Life Insurance Co/NY,institution,,pension_insurance
Metropolitan Life Insurance Co/NY,institution,,pension_insurance
Michael & Susan Dell Foundation,institution,,endowment_foundation
"Michael A. Dubis Financial Planning, LLC",institution,,wealth_management
"Michael Brady & Co., LLC",institution,,strategic
"Michael S. Ryan, Inc.",institution,,strategic
"Michael S. Ryan, Inc.",institution,,strategic
"Michels Family Financial, LLC",institution,,uncategorized
"Michelson Medical Research Foundation, Inc.",institution,,endowment_foundation
"Mid-American Wealth Advisory Group, Inc.",institution,,wealth_management
"Mid-American Wealth Advisory Group, Inc.",institution,,wealth_management
"Midwest Professional Planners, LTD.",institution,,strategic
"Midwestern Financial, LLC /IA",institution,,uncategorized
Migdal Insurance & Financial Holdings Ltd.,institution,,pension_insurance
Migdal Insurance Co Ltd,institution,,pension_insurance
Migdal Investment Portfolio Management (1998) Ltd.,institution,,active
Migdal Makefet Pension Funds & Provident Funds Ltd,institution,,pension_insurance
Migdal Mutual Funds Ltd,institution,,strategic
MilWealth Group LLC,institution,,wealth_management
Milestone Resources Group Ltd,institution,,strategic
Milestones Administradora de Recursos Ltda.,institution,,strategic
"Militia Investments, LLC",institution,,active
Milky Way Investments Group Ltd.,institution,,active
Mill Road Capital III GP LLC,institution,,active
Millburn Ridgefield LLC /DE/,institution,,uncategorized
Miller Financial Services LLC,institution,,wealth_management
"Miller Global Investments, LLC",institution,,active
"Miller Value Partners, LLC",institution,,active
"Miller Value Partners, LLC",institution,,active
"Millstone Evans Group, LLC",institution,,uncategorized
"Mine & Arao Wealth Creation & Management, LLC.",institution,,wealth_management
"Minneapolis Portfolio Management Group, LLC",institution,,active
Mirabaud & Cie SA,institution,,uncategorized
Mirae Asset Global Investments (Hong Kong) LTD,institution,,active
Mirae Asset Global Investments (Hong Kong) LTD,institution,,active
Mirae Asset Global Investments (USA) Inc.,institution,,active
Mirae Asset Global Investments (USA) LLC,institution,,active
Mirae Asset Global Investments (USA) LLC,institution,,active
"Mirae Asset Global Investments Co., Ltd.",institution,,active
"Miramar Capital, LLC",institution,,active
Miramar Fiduciary Corp,institution,,strategic
Mirova US LLC,institution,,uncategorized
"Mission Hills Financial Advisory, LLC",institution,,wealth_management
Missouri Education Pension Trust,institution,,pension_insurance
Missouri Trust & Investment Co,institution,,endowment_foundation
Mithaq Capital SPC,institution,,active
Mithril II GP LP,institution,,uncategorized
"Mitsubishi UFJ Securities Holdings Co., Ltd.",institution,,strategic
"Miura Global Management, LLC",institution,,active
Mivtachim The Workers Social Insurance Fund Ltd. (Under Special Management),institution,,pension_insurance
Mizuho Americas LLC,institution,,uncategorized
Mizuho Markets Cayman LP,institution,,uncategorized
Mizuho Securities Co. Ltd.,institution,,strategic
Mn Services Vermogensbeheer B.V.,institution,,uncategorized
"Mokosak Advisory Group, LLC",institution,,wealth_management
"Moment Partners, LLC",institution,,active
"Moment Partners, LLC",institution,,active
"Momentum Wealth Planning, LLC",institution,,wealth_management
Monarch Alternative Capital LP,institution,,active
Moneda S.A. Administradora General de Fondos,institution,,uncategorized
"Monetary Solutions, Ltd",institution,,strategic
"Money Design Co.,Ltd.",institution,,strategic
Monolith Management Ltd,institution,,active
Monolith Management Ltd,institution,,active
Montaka Global Pty Ltd,institution,,strategic
"Monterey Private Wealth, Inc.",institution,,wealth_management
"Montis Financial, LLC",institution,,uncategorized
Moody Aldrich Partners LLC,institution,,active
"Moors & Cabot, Inc.",institution,,strategic
Morangie Management LLC,institution,,active
More Investment House Portfolio Management Ltd,institution,,active
More Mutual Funds Management (2013) Ltd.,institution,,active
More Provident Funds & Pension Ltd.,institution,,pension_insurance
"Morey & Quinn Wealth Partners, LLC",institution,,wealth_management
Morningstar Investment Services LLC,institution,,active
"Morton Brown Family Wealth, LLC",institution,,family_office
Motiv8 Investments LLC,institution,,active
Motors Insurance Corp.,institution,,pension_insurance
Mount Capital Ltd,institution,,active
Mountain Hill Investment Partners Corp.,institution,,active
"Mountaineer Partners Management, LLC",institution,,active
Mubadala Investment Co PJSC,institution,,active
"Mueller Wealth, LLC",institution,,wealth_management
MultiConcept Fund Management S.A.,institution,,active
Munday Investments Pte. Ltd.,institution,,active
Munich Reinsurance Co Stock Corp in Munich,institution,,pension_insurance
Municipal Employees' Retirement System of Michigan,institution,,pension_insurance
Munro Partners,institution,,active
Murchinson Ltd.,institution,,strategic
"Murphy, Middleton, Hinkle & Parker, Inc.",institution,,strategic
"Mustard Seed Financial, LLC",institution,,uncategorized
"Muzinich & Co., Inc.",institution,,strategic
"My Personal CFO, LLC",institution,,uncategorized
N.E.W. Advisory Services LLC,institution,,wealth_management
NAN FUNG TRINITY (HK) LTD,institution,,strategic
NANO CAP NEW MILLENNIUM GROWTH FUND L P,institution,,uncategorized
NASPERS LTD,institution,,strategic
NATIONAL MUTUAL FUNDS MANAGEMENT LTD,institution,,active
NATIONAL MUTUAL FUNDS MANAGEMENT LTD,institution,,active
NATIXIS,institution,,uncategorized
NAVELLIER & ASSOCIATES INC,institution,,strategic
NBC Global Finance Ltd,institution,,strategic
"NBC SECURITIES, INC.",institution,,strategic
"NBLSM, L.P.",institution,,uncategorized
NCP Inc.,institution,,strategic
"NDVR, Inc.",institution,,strategic
NDWM LLC,institution,,uncategorized
"NEA Management Company, LLC",institution,,active
NEEDHAM EMERGING GROWTH PARTNERS LP,institution,,hedge_fund
NEEDHAM GROWTH FUND,institution,,uncategorized
NEPC LLC,institution,,uncategorized
NEUMEIER POMA INVESTMENT COUNSEL LLC,institution,,active
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,institution,,pension_insurance
NEW YORK LIFE INSURANCE CO,institution,,pension_insurance
NEW YORK STATE COMMON RETIREMENT FUND,institution,,pension_insurance
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,institution,,pension_insurance
NEWTON (PTC) Ltd,institution,,strategic
"NFJ INVESTMENT GROUP, LLC",institution,,wealth_management
"NICHOLAS COMPANY, INC.",institution,,strategic
"NIGHTVIEW CAPITAL, LLC",institution,,active
NINE MASTS CAPITAL Ltd,institution,,active
NIPPON LIFE INSURANCE CO,institution,,pension_insurance
NJ State Employees Deferred Compensation Plan,institution,,uncategorized
NKCFO LLC,institution,,uncategorized
"NLB Skladi, upravljanje premozenja, d.o.o.",institution,,uncategorized
NNS Holding,institution,,uncategorized
NNS Investments (Cyprus) Ltd,institution,,active
NOESIS CAPITAL MANGEMENT CORP,institution,,active
NORDEN GROUP LLC,institution,,uncategorized
NORDEN GROUP LLC,institution,,uncategorized
NORRIS PERNE & FRENCH LLP/MI,institution,,uncategorized
NORRIS PERNE & FRENCH LLP/MI,institution,,uncategorized
"NORTHLAND SECURITIES, INC.",institution,,strategic
NORTHWESTERN MUTUAL LIFE INSURANCE CO,institution,,pension_insurance
NORTHWESTERN UNIVERSITY,institution,,endowment_foundation
"NRMA, LLC",institution,,uncategorized
NS Partners Ltd,institution,,active
"NUANCE INVESTMENTS, LLC",institution,,active
NUCLEO CAPITAL LTDA.,institution,,active
NVIDIA CORP,institution,,strategic
"NVWM, LLC",institution,,uncategorized
NWAM LLC,institution,,uncategorized
NWF Advisory Services Inc.,institution,,wealth_management
"NWK Group, Inc.",institution,,strategic
"NZS Capital, LLC",institution,,active
Nalanda India Equity Fund Ltd,institution,,uncategorized
Nalanda India Fund LTD,institution,,strategic
Naman Capital Ltda,institution,,active
Nan Fung Group Holdings Ltd,institution,,strategic
"Nan Shan Life Insurance Co., Ltd.",institution,,pension_insurance
Napean Trading & Investment Co (Singapore) PTE Ltd,institution,,active
"Napier Financial, LLC",institution,,uncategorized
Napier Investments Pte. Ltd.,institution,,active
Naria Inc.,institution,,strategic
"Narus Financial Partners, LLC",institution,,active
NatWest Group plc,institution,,uncategorized
National Fire & Marine Insurance Co,institution,,pension_insurance
National Indemnity Co,institution,,uncategorized
National Liability & Fire Insurance Co,institution,,pension_insurance
National Mutual Insurance Federation of Agricultural Cooperatives,institution,,pension_insurance
National Pension Service,institution,,pension_insurance
Nationale-Nederlanden Powszechne Towarzystwo Emerytalne S.A.,institution,,uncategorized
Natixis Investment Managers International,institution,,active
Natixis Investment Managers SA,institution,,active
"Natixis Investment Managers, LLC",institution,,active
"NavPoint Financial, Inc.",institution,,strategic
"Navigoe, LLC",institution,,uncategorized
"Nearwater Capital Markets, Ltd",institution,,active
Nebraska Furniture Mart,institution,,uncategorized
Nebula Research & Development LLC,institution,,uncategorized
Needham Aggressive Growth Fund,institution,,uncategorized
Needham Small Cap Growth Fund,institution,,uncategorized
Nekton Capital Ltd.,institution,,active
Nemes Rush Group LLC,institution,,uncategorized
"NerdWallet Wealth Partners, LLC",institution,,wealth_management
Net Worth Advisory Group,institution,,wealth_management
"NetEase, Inc.",institution,,strategic
New England Professional Planning Group Inc.,institution,,wealth_management
"New England Research & Management, Inc.",institution,,active
"New England Research & Management, Inc.",institution,,active
New Hampshire Trust,institution,,endowment_foundation
New Jersey Better Educational Savings Trust,institution,,endowment_foundation
"New Leaf Venture Partners, L.L.C.",institution,,venture_capital
New Millennium Group LLC,institution,,uncategorized
"New Mountain Capital, L.L.C.",institution,,active
"New Perspectives, Inc",institution,,strategic
"New Republic Capital, LLC",institution,,active
New Vernon Capital Holdings II LLC,institution,,active
New Vernon Capital Holdings II LLC,institution,,active
New York University,institution,,endowment_foundation
"NewCorp Financial Services, Inc.",institution,,wealth_management
"NewEdge Wealth, LLC",institution,,wealth_management
NewGen Equity Long/Short Fund,institution,,uncategorized
NewSquare Capital LLC,institution,,active
"Newbridge Financial Services Group, Inc.",institution,,wealth_management
Newfound Research LLC,institution,,uncategorized
Newlands Management Operations LLC,institution,,active
Newlight Partners LP,institution,,hedge_fund
"Newman Dignan & Sheerar, Inc.",institution,,strategic
Newport Asia LLC,institution,,uncategorized
Newton One Investments LLC,institution,,active
"Newtyn Management, LLC",institution,,active
Next Level Private LLC,institution,,uncategorized
"Next Level Wealth Planning, LLC",institution,,wealth_management
"Nextech Invest, Ltd.",institution,,strategic
Niatross Investments Ltd,institution,,active
"Nicholas Hoffman & Company, LLC.",institution,,strategic
"Nicholas Investment Partners, LP",institution,,active
"Nicholas Wealth, LLC.",institution,,wealth_management
"Nicholas Wealth, LLC.",institution,,wealth_management
Nichols Richard K,institution,,uncategorized
Night Squared LP,institution,,uncategorized
"Nikulski Financial, Inc.",institution,,strategic
"Nikulski Financial, Inc.",institution,,strategic
Ninepoint Partners LP,institution,,hedge_fund
Ninety One SA (Pty) Ltd,institution,,strategic
Ninety One SA (Pty) Ltd,institution,,strategic
"Nippon Life Global Investors Americas, Inc.",institution,,strategic
"Nipun Capital, L.P.",institution,,active
"Nishkama Capital, LLC",institution,,active
"Nixon Capital, LLC",institution,,active
No Street GP LP,institution,,uncategorized
"Noble Family Wealth, LLC",institution,,family_office
Noked Capital LTD,institution,,active
Noked Israel Ltd,institution,,strategic
"Nokomis Capital, L.L.C.",institution,,active
Nordahl Lillian,institution,,uncategorized
Nordea Funds Ltd,institution,,strategic
Nordea Investment Funds S.A.,institution,,active
"Norinchukin Value Investments Co.,Ltd.",institution,,active
"North Capital, Inc.",institution,,active
North Dakota State Investment Board,institution,,active
North Forty Two & Co.,institution,,strategic
North Ground Capital,institution,,active
North Growth Management Ltd.,institution,,active
North Horizon Holdings Inc.,institution,,strategic
North Square Investments LLC,institution,,active
North of South Capital LLP,institution,,active
North of South Capital LLP,institution,,active
"NorthCrest Asset Manangement, LLC",institution,,uncategorized
"NorthRock Partners, LLC",institution,,active
Northeast Financial Consultants Inc,institution,,strategic
"Northstar Financial Companies, Inc.",institution,,strategic
"Northstar Financial Companies, Inc.",institution,,strategic
"Northstar Group, Inc.",institution,,strategic
Northwest & Ethical Investments L.P.,institution,,active
"Northwest Bancshares, Inc.",institution,,strategic
Northwoods Investments LLC,institution,,active
"Norwood Investment Partners, LP",institution,,active
Notis-McConarty Edward,institution,,uncategorized
"NovaPoint Capital, LLC",institution,,active
"Novak & Powell Financial Services, Inc.",institution,,wealth_management
Novo Holdings A/S,institution,,uncategorized
Novo Holdings A/S,institution,,uncategorized
Novogratz Michael,institution,,uncategorized
Numerai GP LLC,institution,,uncategorized
Numeric Investors LLC,institution,,uncategorized
"Nvest Financial, LLC",institution,,uncategorized
"Nvest Financial, LLC",institution,,uncategorized
"Nvest Wealth Strategies, Inc.",institution,,wealth_management
O'Brien Wealth Partners LLC,institution,,wealth_management
"O'Dell Group, LLC",institution,,uncategorized
"O'Domhnaill Enterprises, Inc.",institution,,strategic
"O'ROURKE & COMPANY, Inc",institution,,strategic
OAK ASSOCIATES LTD /OH/,institution,,strategic
"OAK HARBOR WEALTH PARTNERS, LLC",institution,,wealth_management
OAK RIDGE INVESTMENTS LLC,institution,,active
OAKLAND FINANCIAL CORP,institution,,strategic
OAKMONT Corp,institution,,strategic
"OAKWORTH CAPITAL, INC.",institution,,active
"OARSMAN CAPITAL, INC.",institution,,active
OBERNDORF WILLIAM E,institution,,uncategorized
"OBSIDIAN CIO, LLC",institution,,uncategorized
"OBSIDIAN CIO, LLC",institution,,uncategorized
"OFC FINANCIAL PLANNING, LLC",institution,,wealth_management
OHara Michael Gregory,institution,,uncategorized
OKABENA INVESTMENT SERVICES INC,institution,,active
OLD MISSION CAPITAL LLC,institution,,active
OLD NATIONAL BANCORP /IN/,institution,,strategic
OLD REPUBLIC INTERNATIONAL CORP,institution,,strategic
OLIO Financial Planning,institution,,wealth_management
OLIVER LAGORE VANVALIN INVESTMENT GROUP,institution,,wealth_management
OMC Financial Services LTD,institution,,wealth_management
OMERS ADMINISTRATION Corp,institution,,strategic
"OMNI 360 Wealth, Inc.",institution,,wealth_management
"ONE Advisory Partners, LLC",institution,,wealth_management
ONTARIO TEACHERS PENSION PLAN BOARD,institution,,pension_insurance
OPAL CAPITAL LLC,institution,,active
"OPINICUS CAPITAL, INC.",institution,,active
OPPENHEIMER ASSET MANAGEMENT INC.,institution,,active
OPTIMA CAPITAL LLC,institution,,active
OPTIMAS CAPITAL Ltd,institution,,active
ORBIMED CAPITAL LLC,institution,,active
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,institution,,pension_insurance
ORG Partners LLC,institution,,active
"ORG Wealth Partners, LLC",institution,,wealth_management
ORION RESOURCE PARTNERS (USA) LP,institution,,active
ORIX Corp,institution,,strategic
ORIX Corp Europe N.V.,institution,,strategic
"OSAIC HOLDINGS, INC.",institution,,strategic
"OSAIC INSTITUTIONS, INC.",institution,,strategic
"OSAIC WEALTH, INC.",institution,,wealth_management
OSSIAM,institution,,uncategorized
OUTFITTERS FINANCIAL LLC,institution,,uncategorized
OUTFITTERS FINANCIAL LLC,institution,,uncategorized
OV Management LLC,institution,,active
Oak Harvest Investment Services,institution,,active
Oak Root LLC,institution,,uncategorized
Oak Thistle LLC,institution,,uncategorized
"Oaktree Capital Holdings, LLC",institution,,active
Oakum Bay Capital LLC,institution,,active
Oasis Management Co Ltd.,institution,,active
"Oath Planning, LLC",institution,,wealth_management
Obermeyer Wealth Partners,institution,,wealth_management
"Objectivity Squared, LLC",institution,,uncategorized
Obsidian Personal Planning Solutions LLC,institution,,wealth_management
Obsido Oy,institution,,uncategorized
Occam Crest Management LP,institution,,active
October Effect Ltd,institution,,strategic
October Effect Ltd,institution,,strategic
"Odyssean, LLC",institution,,uncategorized
Olayan Asia Pacific Pte. Ltd.,institution,,strategic
Olayan Investments Co Establishment,institution,,active
"Old North State Trust, LLC",institution,,endowment_foundation
Old Peak Finance LLC,institution,,uncategorized
"Old Well Partners, LLC",institution,,active
"Oldfather Financial Services, LLC",institution,,wealth_management
Oldfield Partners LLP,institution,,active
"Olistico Wealth, LLC",institution,,wealth_management
"Olistico Wealth, LLC",institution,,wealth_management
Oliver Luxxe Assets LLC,institution,,uncategorized
Olympiad Research LP,institution,,uncategorized
"One Charles Private Wealth Services, LLC",institution,,wealth_management
One Day In July LLC,institution,,uncategorized
One Madison Group LLC,institution,,uncategorized
One Wealth Map LLC,institution,,wealth_management
One Wealth Map LLC,institution,,wealth_management
One Wealth Map LLC,institution,,wealth_management
"One68 Global Capital, LLC",institution,,active
"OneAscent Family Office, LLC",institution,,family_office
OneAscent Financial Services LLC,institution,,wealth_management
OneAscent Investment Solutions LLC,institution,,active
